ID,SETUP,PUNCH,PIADA,len_setup,len_punch,len_piadas,ratio_setup_punch,setup_limpo,punch_limpo,n_palavras_setup,n_palavras_punch,carac_nao_alfab_setup,carac_nao_alfab_punch,tem_pergunta,tem_dialogo,diversidade_lexical
205,"O Manuel presenteia a filha moça com um casaco de pele de raposa prateada. Satisfeitíssima, ela afaga o presente com as mãos comentando: - Como pode uma coisa tão maravilhosa vir de um animal tão pequeno, sem aparência, totalmente insignificante... ","- Alto lá! Se tu não que es me agradecer, vá lá. Mas também não precisa ofender!...","O Manuel presenteia a filha moça com um casaco de pele de raposa prateada. Satisfeitíssima, ela afaga o presente com as mãos comentando: - Como pode uma coisa tão maravilhosa vir de um animal tão pequeno, sem aparência, totalmente insignificante... - Alto lá! Se tu não que es me agradecer, vá lá. Mas também não precisa ofender!...",249,83,332,2.9642857142857144,o manuel presenteia a filha moca com um casaco de pele de raposa prateada. satisfeitissima ela afaga o presente com as maos comentando - como pode uma coisa tao maravilhosa vir de um animal tao pequeno sem aparencia totalmente insignificante...,- alto la! se tu nao que es me agradecer va la. mas tambem nao precisa ofender!...,40,17,5,7,False,True,0.8292682926829268
206,"O Manuel vai ao Rio de Janeiro. Os amigos o advertem que lá os motoristas de ônibus e táxi costumam voar com seus veículos. Chegando na Cidade Maravilhosa, Manuel pega um táxi: - Avenida Brasil, por favoire. - que altura? ","- Se tu fores a mais de dois metros, eu pulo desse troço, oh raios!","O Manuel vai ao Rio de Janeiro. Os amigos o advertem que lá os motoristas de ônibus e táxi costumam voar com seus veículos. Chegando na Cidade Maravilhosa, Manuel pega um táxi: - Avenida Brasil, por favoire. - que altura? - Se tu fores a mais de dois metros, eu pulo desse troço, oh raios!",222,67,289,3.264705882352941,o manuel vai ao rio de janeiro. os amigos o advertem que la os motoristas de onibus e taxi costumam voar com seus veiculos. chegando na cidade maravilhosa manuel pega um taxi - avenida brasil por favoire. - que altura?,- se tu fores a mais de dois metros eu pulo desse troco oh raios!,40,15,6,2,True,True,0.8048780487804879
207,"O pneu do carro do Manuel fura diante de um hospício. Ele desce e tira as porcas da roda, mas elas escorregam para dentro de um bueiro. Um dos internos assiste a cena do lado de dentro das grades do manicômio e aconselha ao Manuel: - Tire uma porca de cada uma das três rodas para segurar a que ficou solta, até chegar a um posto. - Fenomenal! Muito boa ideia. Obrigado! Olhe, eu nem sei por que tu estás aí dentro."," - Eu estou aqui porque sou doido, não porque sou burro!","O pneu do carro do Manuel fura diante de um hospício. Ele desce e tira as porcas da roda, mas elas escorregam para dentro de um bueiro. Um dos internos assiste a cena do lado de dentro das grades do manicômio e aconselha ao Manuel: - Tire uma porca de cada uma das três rodas para segurar a que ficou solta, até chegar a um posto. - Fenomenal! Muito boa ideia. Obrigado! Olhe, eu nem sei por que tu estás aí dentro. - Eu estou aqui porque sou doido, não porque sou burro!",415,56,471,7.280701754385965,o pneu do carro do manuel fura diante de um hospicio. ele desce e tira as porcas da roda mas elas escorregam para dentro de um bueiro. um dos internos assiste a cena do lado de dentro das grades do manicomio e aconselha ao manuel - tire uma porca de cada uma das tres rodas para segurar a que ficou solta ate chegar a um posto. - fenomenal! muito boa ideia. obrigado! olhe eu nem sei por que tu estas ai dentro.,- eu estou aqui porque sou doido nao porque sou burro!,82,11,9,2,False,True,0.7590361445783133
208,"- O português vai ao médico e reclama: -Pois não é, doutoire, meu filho já tem dois meses e ainda não abriu os olhos... E o medico diz:"," - Quem tem que abrir os olhos é tu, Portuga, que isto ai é filho de japonês!","- O português vai ao médico e reclama: -Pois não é, doutoire, meu filho já tem dois meses e ainda não abriu os olhos... E o medico diz: - Quem tem que abrir os olhos é tu, Portuga, que isto ai é filho de japonês!",135,77,212,1.7307692307692308,- o portugues vai ao medico e reclama -pois nao e doutoire meu filho ja tem dois meses e ainda nao abriu os olhos... e o medico diz,- quem tem que abrir os olhos e tu portuga que isto ai e filho de japones!,28,17,5,2,False,True,0.7586206896551724
209,"O português viajava pela estrada com sua família, numa Besta quando, por excesso de velocidade e parado pelo guarda: - Muito bem, espertinho, posso ver os documentos da Besta? - Estão aqui, seu guarda... responde, entregando os seus documentos pessoais. - Não, não! Eu que o ver os documentos da perua! - diz o guarda. Então, o português vira-se para sua mulher e diz:"," - Que ida, então é contigo...","O português viajava pela estrada com sua família, numa Besta quando, por excesso de velocidade e parado pelo guarda: - Muito bem, espertinho, posso ver os documentos da Besta? - Estão aqui, seu guarda... responde, entregando os seus documentos pessoais. - Não, não! Eu que o ver os documentos da perua! - diz o guarda. Então, o português vira-se para sua mulher e diz: - Que ida, então é contigo...",368,30,398,11.870967741935484,o portugues viajava pela estrada com sua familia numa besta quando por excesso de velocidade e parado pelo guarda - muito bem espertinho posso ver os documentos da besta? - estao aqui seu guarda... responde entregando os seus documentos pessoais. - nao nao! eu que o ver os documentos da perua! - diz o guarda. entao o portugues vira-se para sua mulher e diz,- que ida entao e contigo...,64,6,13,4,True,True,0.7384615384615385
210,"O Sr. Manuel, chegando de Portugal. resolveu conhecer o Brasil. Chegando em São Paulo nunca tinha visto coisa mais estranha: - Esse mundo de casas empilhadas uma em cima da outra? Só coisa de brasileiro mesmo! Pensou consigo e resolveu contar. No intervalo chega um brasileiro que sem emprego, dinheiro etc., indagou-o: - O que está fazendo? - Estou a contar quantas têm e a tentar descobrir como conseguiram esse feito. O brasuca logo descobriu que estava diante da solução de sua quebradeira e disse: - Sabia que é proibido contar andares de um prédio? E por isso o senhor vai ser multado. - E logo começou a escrever a multa. O Sr. Manuel tentou se safar dizendo: - Não faça isso, sendo minha primeira vez aqui no Brasil e minha primeira ofensa mereço um perdão! O brasuca disse: - Vejo o que faço, o sr. tem aqui duas ofensas, uma por contar os andares e a outra por tentar descobrir como foi possível fazê-lo, o que posso fazer e perdoar a segunda, tá bom? Ele respondeu: - Muito obrigadinho. O brasuca mais do que ansioso tentou acertar a questão monetária e disse: - Agora me diga, quantos andares o senhor contou- - Somente 25 O Deus da esperteza o disse: - Bem, normalmente cobramos R$3,00 por andar, mas como gostei muito do senhor, vou te cobrar R$2,00 por andar. O sr. Manuel mais do que contente com o negócio disse: - Tá excelente, complete a multa e cá está o dinheiro O brasuca recebeu a grana e continuou sua caminhada e o sr. Manuel continuou parado dizendo para si mesmo:"," - ainda dizem que brasileiro é esperto, consegui enrolá-lo em 5 casas, me perdoou uma ofensa e ainda deu-me desconto de R$1,00. Eu que sou o esperto, economizei R$35,00.","O Sr. Manuel, chegando de Portugal. resolveu conhecer o Brasil. Chegando em São Paulo nunca tinha visto coisa mais estranha: - Esse mundo de casas empilhadas uma em cima da outra? Só coisa de brasileiro mesmo! Pensou consigo e resolveu contar. No intervalo chega um brasileiro que sem emprego, dinheiro etc., indagou-o: - O que está fazendo? - Estou a contar quantas têm e a tentar descobrir como conseguiram esse feito. O brasuca logo descobriu que estava diante da solução de sua quebradeira e disse: - Sabia que é proibido contar andares de um prédio? E por isso o senhor vai ser multado. - E logo começou a escrever a multa. O Sr. Manuel tentou se safar dizendo: - Não faça isso, sendo minha primeira vez aqui no Brasil e minha primeira ofensa mereço um perdão! O brasuca disse: - Vejo o que faço, o sr. tem aqui duas ofensas, uma por contar os andares e a outra por tentar descobrir como foi possível fazê-lo, o que posso fazer e perdoar a segunda, tá bom? Ele respondeu: - Muito obrigadinho. O brasuca mais do que ansioso tentou acertar a questão monetária e disse: - Agora me diga, quantos andares o senhor contou- - Somente 25 O Deus da esperteza o disse: - Bem, normalmente cobramos R$3,00 por andar, mas como gostei muito do senhor, vou te cobrar R$2,00 por andar. O sr. Manuel mais do que contente com o negócio disse: - Tá excelente, complete a multa e cá está o dinheiro O brasuca recebeu a grana e continuou sua caminhada e o sr. Manuel continuou parado dizendo para si mesmo: - ainda dizem que brasileiro é esperto, consegui enrolá-lo em 5 casas, me perdoou uma ofensa e ainda deu-me desconto de R$1,00. Eu que sou o esperto, economizei R$35,00.",1490,170,1660,8.713450292397662,o sr. manuel chegando de portugal. resolveu conhecer o brasil. chegando em sao paulo nunca tinha visto coisa mais estranha - esse mundo de casas empilhadas uma em cima da outra? so coisa de brasileiro mesmo! pensou consigo e resolveu contar. no intervalo chega um brasileiro que sem emprego dinheiro etc. indagou-o - o que esta fazendo? - estou a contar quantas tem e a tentar descobrir como conseguiram esse feito. o brasuca logo descobriu que estava diante da solucao de sua quebradeira e disse - sabia que e proibido contar andares de um predio? e por isso o senhor vai ser multado. - e logo comecou a escrever a multa. o sr. manuel tentou se safar dizendo - nao faca isso sendo minha primeira vez aqui no brasil e minha primeira ofensa mereco um perdao! o brasuca disse - vejo o que faco o sr. tem aqui duas ofensas uma por contar os andares e a outra por tentar descobrir como foi possivel faze-lo o que posso fazer e perdoar a segunda ta bom? ele respondeu - muito obrigadinho. o brasuca mais do que ansioso tentou acertar a questao monetaria e disse - agora me diga quantos andares o senhor contou- - somente 25 o deus da esperteza o disse - bem normalmente cobramos r300 por andar mas como gostei muito do senhor vou te cobrar r200 por andar. o sr. manuel mais do que contente com o negocio disse - ta excelente complete a multa e ca esta o dinheiro o brasuca recebeu a grana e continuou sua caminhada e o sr. manuel continuou parado dizendo para si mesmo,- ainda dizem que brasileiro e esperto consegui enrola-lo em 5 casas me perdoou uma ofensa e ainda deu-me desconto de r100. eu que sou o esperto economizei r3500.,271,29,43,13,True,True,0.5625
211,"- Óh, Maria, estou a morrer de cansaço... Vim correndo atrás do ônibus e, sem nunca o alcançaire, acabei chegando até aqui... meu consolo e que economizei vinte cruzados..."," - Mas tu és burro mesmo, hein, Manuel? Por que não correste atrás de um táxi? Terias economizado muito mais!","- Óh, Maria, estou a morrer de cansaço... Vim correndo atrás do ônibus e, sem nunca o alcançaire, acabei chegando até aqui... meu consolo e que economizei vinte cruzados... - Mas tu és burro mesmo, hein, Manuel? Por que não correste atrás de um táxi? Terias economizado muito mais!",172,109,281,1.5636363636363637,- oh maria estou a morrer de cansaco... vim correndo atras do onibus e sem nunca o alcancaire acabei chegando ate aqui... meu consolo e que economizei vinte cruzados...,- mas tu es burro mesmo hein manuel? por que nao correste atras de um taxi? terias economizado muito mais!,29,20,10,4,False,True,0.9333333333333333
212,"- Olá-la-la-la, senhor! O-o-onde fififica o cocô-légio para gagá-gagos?", Para que queres um colégio para gagos se já gaguejas tão bem?,"- Olá-la-la-la, senhor! O-o-onde fififica o cocô-légio para gagá-gagos? Para que queres um colégio para gagos se já gaguejas tão bem?",71,62,133,1.126984126984127,- ola-la-la-la senhor! o-o-onde fififica o coco-legio para gaga-gagos?,para que queres um colegio para gagos se ja gaguejas tao bem?,9,12,10,1,True,True,0.9
213,"- Papai, o professor disse hoje na aula que nós viemos ao mundo para ajudar uns aos outros. - Exato! Certíssimo meu filho!"," - Então, para que os outros vieram?","- Papai, o professor disse hoje na aula que nós viemos ao mundo para ajudar uns aos outros. - Exato! Certíssimo meu filho! - Então, para que os outros vieram?",122,36,158,3.2972972972972974,- papai o professor disse hoje na aula que nos viemos ao mundo para ajudar uns aos outros. - exato! certissimo meu filho!,- entao para que os outros vieram?,23,7,5,2,False,True,0.9166666666666666
214,"- Papai, o que é um gênio? - Pergunte a sua mãe que ela se casou com um.", - O que?! Não sabia que a mamãe tinha se casado duas vezes!,"- Papai, o que é um gênio? - Pergunte a sua mãe que ela se casou com um. - O que?! Não sabia que a mamãe tinha se casado duas vezes!",72,60,132,1.180327868852459,- papai o que e um genio? - pergunte a sua mae que ela se casou com um.,- o que?! nao sabia que a mamae tinha se casado duas vezes!,18,13,4,4,True,True,0.8421052631578947
215,"PELO TELEFONE - Está lá? - Estou. Está lá? - Estou. - Quem está lá? - Maria. - Qual Maria, a criada ou a minha mulher? - A criada, dr. Manoel, as suas ordens. - Maria, ouça bem: estou cá no aeroporto, a aguardar embarque no próximo vôo, e esqueci-me de levar ao correio uma carta urgente. A carta estava aí sobrescrita e selada, creio que a deixei ao por de cima daquela cômoda do dormitório. Tu vais lá, apanhas a carta e entregas à estação de correio ainda hoje, percebeste bem? Caso lá não esteja, tu voltas cá ao aparelho auscultador e me avisas. Fico a esperar cá na linha. Vai. - Pois não, dr. Manoel. (tempo) Dr. Manoel, eu estava quase a entrar ao aposento, mas vi que dona Maria esta lá, despida. - Ora, Maria, basta que batas a porta, que peças licença. A patroa sabe que se trata de coisa urgente. Anda, volta lá e faz o que te mandei. - Pois não, dr. Manoel. (tempo) Dr. Manoel, perdão, mas eu cá lá já não entro, não. - Como? Por que não? - Agora não, dr. Manoel. Acabo de ver que dona Maria está acompanhada. - Como?? Acompanhada de quem? - É um cavalheiro que não conheço, dr. Manoel. - Um cavalheiro? Mas que diabos ! E esta também despido, o cavalheiro? - Não se pode ver, dr. Manoel, pois que o quarto esta todo às escuras. - Ah, raios me partam, pelos cornos de Belzebu ! Maria, conjuro-te a fazer o que te vou mandar. Sabes onde guardo meu revólver? - Sei, dr. Manoel. - Pois bem, volta ao quarto com a arma e mata os dois. A ambos, percebes? - Aguardo cá na linha e só que o ouvir-te de novo para me dizeres que estão mortos. Vai! - Esta bem, dr. Manoel. (tempo) Pronto, dr. Manoel, fiz o que o doutor mandou. - Mataste? Os dois? - (ofegante) Matei, dr. Manoel. Entrei ao quarto e consegui atingir dona Maria ao primeiro disparo, mas o cavalheiro escapuliu pelo corredor e tive que ir-lhe ao encalço. Correu de mim de assoalhada em assoalhada, de lanço em lanço, de patamar em patamar, escoriou-se todo na mobília, e disparei varias vezes, sem atingi-lo. Mesmo despido, saltou a janela ao jardim e corria a galgar o muro, quando consegui mirar o último disparo. Ele cambaleou e caiu morto a piscina..."," - Com? Piscina? De onde estão a falar? Ih, e engano!","PELO TELEFONE - Está lá? - Estou. Está lá? - Estou. - Quem está lá? - Maria. - Qual Maria, a criada ou a minha mulher? - A criada, dr. Manoel, as suas ordens. - Maria, ouça bem: estou cá no aeroporto, a aguardar embarque no próximo vôo, e esqueci-me de levar ao correio uma carta urgente. A carta estava aí sobrescrita e selada, creio que a deixei ao por de cima daquela cômoda do dormitório. Tu vais lá, apanhas a carta e entregas à estação de correio ainda hoje, percebeste bem? Caso lá não esteja, tu voltas cá ao aparelho auscultador e me avisas. Fico a esperar cá na linha. Vai. - Pois não, dr. Manoel. (tempo) Dr. Manoel, eu estava quase a entrar ao aposento, mas vi que dona Maria esta lá, despida. - Ora, Maria, basta que batas a porta, que peças licença. A patroa sabe que se trata de coisa urgente. Anda, volta lá e faz o que te mandei. - Pois não, dr. Manoel. (tempo) Dr. Manoel, perdão, mas eu cá lá já não entro, não. - Como? Por que não? - Agora não, dr. Manoel. Acabo de ver que dona Maria está acompanhada. - Como?? Acompanhada de quem? - É um cavalheiro que não conheço, dr. Manoel. - Um cavalheiro? Mas que diabos ! E esta também despido, o cavalheiro? - Não se pode ver, dr. Manoel, pois que o quarto esta todo às escuras. - Ah, raios me partam, pelos cornos de Belzebu ! Maria, conjuro-te a fazer o que te vou mandar. Sabes onde guardo meu revólver? - Sei, dr. Manoel. - Pois bem, volta ao quarto com a arma e mata os dois. A ambos, percebes? - Aguardo cá na linha e só que o ouvir-te de novo para me dizeres que estão mortos. Vai! - Esta bem, dr. Manoel. (tempo) Pronto, dr. Manoel, fiz o que o doutor mandou. - Mataste? Os dois? - (ofegante) Matei, dr. Manoel. Entrei ao quarto e consegui atingir dona Maria ao primeiro disparo, mas o cavalheiro escapuliu pelo corredor e tive que ir-lhe ao encalço. Correu de mim de assoalhada em assoalhada, de lanço em lanço, de patamar em patamar, escoriou-se todo na mobília, e disparei varias vezes, sem atingi-lo. Mesmo despido, saltou a janela ao jardim e corria a galgar o muro, quando consegui mirar o último disparo. Ele cambaleou e caiu morto a piscina... - Com? Piscina? De onde estão a falar? Ih, e engano!",2122,53,2175,39.2962962962963,pelo telefone - esta la? - estou. esta la? - estou. - quem esta la? - maria. - qual maria a criada ou a minha mulher? - a criada dr. manoel as suas ordens. - maria ouca bem estou ca no aeroporto a aguardar embarque no proximo voo e esqueci-me de levar ao correio uma carta urgente. a carta estava ai sobrescrita e selada creio que a deixei ao por de cima daquela comoda do dormitorio. tu vais la apanhas a carta e entregas a estacao de correio ainda hoje percebeste bem? caso la nao esteja tu voltas ca ao aparelho auscultador e me avisas. fico a esperar ca na linha. vai. - pois nao dr. manoel. tempo dr. manoel eu estava quase a entrar ao aposento mas vi que dona maria esta la despida. - ora maria basta que batas a porta que pecas licenca. a patroa sabe que se trata de coisa urgente. anda volta la e faz o que te mandei. - pois nao dr. manoel. tempo dr. manoel perdao mas eu ca la ja nao entro nao. - como? por que nao? - agora nao dr. manoel. acabo de ver que dona maria esta acompanhada. - como?? acompanhada de quem? - e um cavalheiro que nao conheco dr. manoel. - um cavalheiro? mas que diabos ! e esta tambem despido o cavalheiro? - nao se pode ver dr. manoel pois que o quarto esta todo as escuras. - ah raios me partam pelos cornos de belzebu ! maria conjuro-te a fazer o que te vou mandar. sabes onde guardo meu revolver? - sei dr. manoel. - pois bem volta ao quarto com a arma e mata os dois. a ambos percebes? - aguardo ca na linha e so que o ouvir-te de novo para me dizeres que estao mortos. vai! - esta bem dr. manoel. tempo pronto dr. manoel fiz o que o doutor mandou. - mataste? os dois? - ofegante matei dr. manoel. entrei ao quarto e consegui atingir dona maria ao primeiro disparo mas o cavalheiro escapuliu pelo corredor e tive que ir-lhe ao encalco. correu de mim de assoalhada em assoalhada de lanco em lanco de patamar em patamar escoriou-se todo na mobilia e disparei varias vezes sem atingi-lo. mesmo despido saltou a janela ao jardim e corria a galgar o muro quando consegui mirar o ultimo disparo. ele cambaleou e caiu morto a piscina...,- com? piscina? de onde estao a falar? ih e engano!,402,11,94,5,True,True,0.5161290322580645
